video_id,title,description,published_at,view_count,like_count,comment_count,duration,source
ERliwhvL0HE,Coulthart: I do think there is a control group,Ross Coulthart reacts to a question about whether or not he’s seen the film “Men in Black” and that there is an actual control group — they just probably don’t wear black suits.,2025-08-27T13:00:25Z,3510,108,0,PT59S,initial_dump
DESkbJ2Ar_U,Coulthart drops bombshell on Russia and UAPs,Ross Coulthart drops a bombshell on his knowledge that scientists at a Naval Surface Warfare Center were briefed in 2024 about Russia and its mysterious connection to Mount Yamantau in the region.,2025-08-26T13:00:32Z,216761,4730,444,PT59S,initial_dump
JA7S03QTSxI,"Reality Check: UFO Whistleblowers, Tic-Tac Sighting & Rendlesham Cover-Up Explained l Backscroll","On today’s episode of Backscroll, NewsNation explores the connections between the Tic-Tac UFO incident, ‘The Alien Perspective,’ and the mysterious Rendlesham Forest cover-up.

00:00 Sean Cahill on how ‘The Alien Perspective’ and the Tic-Tac incident are related | Reality Check
57:30 UFOs, interrogations, cover-ups: The Rendlesham Forest incident | Reality Check",2025-08-25T19:00:15Z,148945,2197,390,PT2H1M58S,initial_dump
RoXHInjuBmE,Coulthart reacts to 'interdimensional beings' claims made on The Joe Rogan podcast,Ross Coulthart reacts to comments Florida Representative Anna Paulina Luna made on the Joe Rogan show about interdimensional beings.,2025-08-25T13:00:51Z,22098,478,26,PT59S,initial_dump
YyrPPydGkG8,Coulthart reacts to James Fowler’s Skywatcher departure,Ross Coulthart reacts to a question about James Fowler’s announcement that he’s leaving Skywatcher to focus on other ventures.,2025-08-24T23:00:30Z,22314,487,25,PT56S,initial_dump
EB1C8FhAV4k,Coulthart reacts to witnesses at UAP hearing,Ross Coulthart reacts to a question about the UAP witnesses who testified in front of Congress and the skepticism they face.,2025-08-24T14:00:30Z,16907,412,14,PT56S,initial_dump
pWhrYIwKUyI,"Ross Coulthart Q&A: Skywatcher shocker, Russia UAP facts and the men in black | Reality Check","Ross Coulthart tackles questions about whistleblowers gearing up for a congressional hearing, what is going on with James Fowler and Skywatcher and reverse engineering efforts by Lockheed Martin. 

“Reality Check with Ross Coulthart” explores untold stories using a fact-based approach to address various topics, from unidentified aerial phenomena to mysteries that often go unreported.

#lockheedmartin #realitycheck #ufo

Credits:
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: Will Tomasi, Rebecca Pacchiano
Editor: Anthony Diasio

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

Chapter Summary:
2:05 Is Ross impressed with the whistleblowers from the upcoming congressional hearing
6:41 David Grusch ICIG investigation
10:55 James Fowler and SkyWatcher
18:12 Has Ross heard about interdimensional beings from his sources
21:18 Reverse engineering efforts by China and Lockheed Martin
29:17 Has Ross seen the film “Men in Black”",2025-08-24T14:00:06Z,304617,6035,1271,PT31M2S,initial_dump
iSArCxSar6Q,Darcy Weir on why AARO might be trying to debunk Puerto Rico's Aguadilla object | Reality Check,"In this episode of ""Reality Check,"" Ross Coulthart sits down with filmmaker Darcy Weir and infrared expert David Falch. Together, they investigate the April 2013 Aguadilla UFO sighting: the object that moved over the airport of Aguadilla, Puerto Rico, then appeared to enter the water in the adjacent ocean, split and keep on moving. In late March, AARO released its findings on Aguadilla, claiming the object was two sky lanterns. It even suggests the object never went into the water, which does not match the opinions of most viewers. Weir and UFO investigator Andy Marcial work together in the new film ""Puerto Rico's UAPs"" to investigate the 2013 Aguadilla incident and other Puerto Rican anomalous phenomena.

#Aguadilla #PuertoRico #AARO

David Falch's YouTube channel: https://www.youtube.com/channel/UCJglaziAO3f9sr4IGXFEWLQ
Darcy Weir's YouTube channel: https://www.youtube.com/channel/UC6N8NOcCwVl-hHmvPnnVqwg
Bob Thompson and Andy Marcial: https://www.youtube.com/watch?v=20HCVb5T9w0

CREDITS
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: William Tomasi
Editor: Allen Keefner

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

CHAPTERS LIST
0:00 - 2:15 - Intro
2:16 - 4:49 - The Aguadilla incident
5:00 - 7:20 - Does BP believe it was an anomalous object?
7:21 -8:16 - Do we owe AARO an apology?
8:17 - 15:51 - Why was the object anomalous?
15:52 - 23:28 - Did the object go under water?
23:29 - 25:55 - Would a sky lantern show up on infrared?
25:56 - 28:19 - AARO's response
28:20 - 33:07 - Darcy travels to Puerto Rico for his film
33:08 - 36:34 - Puerto Rico's proximity to the Bermuda Triangle
36:35 - 40:54 - Is ARRO in a hurry to resolve this?
40:55 - 51:57 - Fishermen witness object in water
51:58 - 57:46 - Is the Aguadilla anomalous based on a camera perspective?
57:47 - End - outro",2025-08-12T21:00:06Z,220857,4097,568,PT58M27S,initial_dump
lWUauKYZMxA,Why did Trump’s Cabinet give different answers for UFO sightings? | Reality Check,"Ross Coulthart explores untold stories using a fact-based approach to address various topics, from unidentified aerial phenomena to other mysteries that often go unreported. Now, he is turning to viewers, answering their pressing questions each week. In this week's episode, Coulthart tackles questions about Skywatcher, Dr. Beatriz Villarroel’s research and why President Trump and his Cabinet provide different answers when it comes to the NJ drone sightings.

CHAPTER SUMMARY:
:45 Can archived telescope data assist Dr. Beatriz Villarroel’s research?
3:43 Why the transients are not ice crystals
7:27 Varying statements from officials on the NJ drone incident
13:36 Why did Ross ask Mike Herrera the nationality of the “men-in-black” who apprehended him?
14:32 Was Skywatcher “infiltrated” by a “red team?”
16:29 Whistleblower updates
20:17 Gerald Anderson & Roswell
23:00 Suppressed UAP technology
23:55 Ross on 3I/ATLAS
27:45 Ross’ favorite “underrated” UFO incidents
30:17 Does Ross watch UFC?
31:38 Does Ross ever sleep???

CREDITS:
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: Will Tomasi, Rebecca Pacchiano",2025-08-10T14:00:06Z,312935,5322,796,PT33M24S,initial_dump
Ylw_NRxJEgM,Exclusive: Astronomer's new data finds possible nonhuman intelligence in space | Reality Check,"In this episode of ""Reality Check,"" Ross Coulthart sits down with Beatriz Villarroel, an astronomer for the Nordic Institute for Theoretical Physics. Together, they discuss her paper — which is in its peer-review stage — showing possible proof of constructed technology, or technosignatures. If confirmed, not only will this prove alien technology exists, but it will also be a momentous win in the UAP world.

Physicist: Space objects appeared, disappeared years before first satellites | Reality Check - https://www.youtube.com/watch?v=ckpFA0j38u4

#nonhumanintelligence #RossCoulthart #UAP

CREDITS
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: William Tomasi
Editor: Irit Nayden & Sarah Jackson

0:00 - 5:14 - INTRO
5:15 - 12:08 - EXPLAINING HER PAPER
12:09 - 29:33 - PLATE DEFECTS
29:34 - 45:17 - IS THIS ALIEN SPACECRAFT?
45:18 - 52:40 - INVESTIGATIONS THAT STILL NEED TO BE DONE
52:41 - END - OUTRO",2025-08-05T22:00:06Z,552868,15248,2510,PT56M3S,initial_dump
RymCN4_rE2s,'Not a lot of evidence' to support claim that object is alien tech: Coulthart,"NewsNation Special Correspondent Ross Coulthart says Harvard professor Avi Loeb’s suggestion that a newly-discovered interstellar object could be alien tech is ""inflammatory.""

MORE: https://www.newsnationnow.com/space/avi-loeb-comet-alien-tech-investigated/",2025-08-04T03:46:51Z,37140,1148,189,PT1M34S,initial_dump
yUcYzK2o_Xo,Sending Juno to investigate 3I/ATLAS 'not a good idea': Ross Coulthart | NewsNation Prime,"NewsNation Special Correspondent Ross Coulthart joins “NewsNation Prime” to discuss Harvard professor Avi Loeb’s suggestion that a newly-discovered interstellar object could be alien tech. He says, “It’s inflammatory and frankly there’s not a lot of evidence for it."" #space #comet #juno

""NewsNation Prime"" is America’s source for unbiased news offering a full range of perspectives from across the U.S. Weekends starting at 7p/6C. #Prime

NewsNation is your source for fact-based, unbiased news for all Americans. 

More from NewsNation: https://www.newsnationnow.com/
Get our app: https://trib.al/TBXgYpp
Find us on cable: https://trib.al/YDOpGyG
How to watch on TV or streaming: https://trib.al/Vu0Ikij",2025-08-04T02:02:28Z,235309,2806,1084,PT5M13S,initial_dump
Go74U7WVejs,"Ross Coulthart answers questions on Lockheed Martin bombshell, protecting whistleblowers and more","Ross Coulthart explores untold stories using a fact-based approach to address various topics, including unidentified aerial phenomena and other mysteries that often go unreported. Now, he is turning to viewers, answering their pressing questions each week. In this week's episode, Coulthart tackles questions about Congressman Eric Burlison’s Lockheed Martin bombshell, how he vets and cultivates sources, and whether the government is running secret think tanks on the topic of disclosure.

CHAPTER SUMMARY:
:41 Eric Burlison’s Lockheed Martin bombshell
4:10 Is Congress distracting from Epstein files with UAP news?
4:46 Dr. Beatriz Villarroel’s research
9:34 Why don’t billionaires fund more UAP research projects?
14:13 Ross’ vetting process when it comes to sources
21:02 Has Ross encountered threats and intimidation while reporting on a story?
26:45 Disclosure think tanks",2025-08-03T13:00:06Z,434269,6941,988,PT31M59S,initial_dump
RhrH0KzKft4,"'I was intimidated, I had surveillance, I had threats': U.S. Marine who saw craft | Reality Check","On ""Reality Check,"" Ross Coulthart sits down with former U.S. Marine Michael Herrera. In 2009, Herrera was deployed on a relief operation in Sumatra, Indonesia. During the operation, Herrera says he saw a 300-foot craft, but upon sighting his unit, he was detained by mysterious ""men in black."" Together, they discuss Herrera's story in depth, the private companies engineering mysterious crafts and Herrera's dealings with the Senate Intelligence Committee and All-domain Anomaly Resolution Office (AARO).

Jake Barber interview: https://www.youtube.com/watch?v=t37-SKj4rtY

#UFO #AARO #UAP

CREDITS:
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: Will Tomasi
Editor: Anthony Diasio

CHAPTER SUMMARY:
:51 Meet Mike Herrera
4:35 Mike's experience
6:22 Mike responds to critics
13:10 Mike describes craft he saw
15:00 Paramilitary arrives on site
18:45 Mike's first reaction on what he saw
27:17 Mike’s conversations with whistleblower Jake Barber
34:09 Mike describes how he was able to keep his camera during encounter
36:57 Mike describes lights on craft
39:40 Mike recalls interesting way his unit was released by paramilitary figures
41:36 Why Mike did not report incident immediately
51:16 Why members of Mike's unit have not come forward publicly
52:04 Dealing with AARO
53:45 Dealing with Senate Intelligence Committee
58:26 Mike doubles down on being willing to testify under oath to Congress
1:00:15 Mike on intimidation
1:04:08 Mike on whether he trusts AARO
1:13:57 Mike on how society could be transformed if certain technologies were publicly available",2025-08-01T22:00:06Z,1325600,18963,3300,PT1H16M25S,initial_dump
Lob94x3n8rY,Ross Coulthart: 'You are being snowed',"Ross Coulthart explains why he thinks the government is hiding information on UAPs.

Full ""Reality Check"" episode: https://youtu.be/rg1IqbTg66s

#RossCoulthart #UAPs #government",2025-07-23T16:45:04Z,16001,811,84,PT52S,initial_dump
mwsEatnZ358,Inventor says his new radar network could spot UAPs | Reality Check,"During a trip to the Contact in the Desert UFO conference, Ross Coulthart joins engineer and inventor Mitch Randall to discuss ""Passive Radar,” which he says could help spot UAPs if created and networked across the country. 
Randall, who worked to modernize weather-tracking systems used by NOAA and NASA, also touches on a database to allow civilians to track and upload their own evidence of UAP sightings and his work with Harvard's Galileo Project.

00:00 - Intro
03:45 Welcome Mitch Randall
05:46 Passive radar explained
07:30 Software defined radios explained
13:23 Issues surrounding active radar, collecting data from government agencies
17:44 Randall's interest in the UAPs
19:31 Civilian UAP tracking
23:26 Testing Randall's radar systems
27:01 What a phased array radar is
30:35 Randall on the results from his work with the Harvard Galileo project
35:50 UAP stealth capabilities
38:50 Can Randall's radar systems detect low-flying drones
43:10 Securing funding for projects
47:43 Can clouds interfere with radar?
50:00 Randall on the implications of NHI

More ""Reality Check"" episodes:
Top Navy admiral to face Congress on UAPs: 'This needs to come out' | Reality Check: https://www.youtube.com/watch?v=rEYDY2EMm8c
Retired U.S. Navy Rear Admiral Tim Gallaudet on Grusch, UAP claims: Full Interview | Reality Check: https://www.youtube.com/watch?v=Qh_h5OUMKIE",2025-07-22T21:00:06Z,155324,3430,528,PT52M28S,initial_dump
Ys3KaB2KLG4,Ross Coulthart: 'Trump drank the Kool-Aid',"Ross Coulthart gives more details on why the government won't tell us about UAPs.

Full ""Reality Check"" episode: https://youtu.be/rg1IqbTg66s

#RossCoulthart #UAPs #UFOs",2025-07-22T16:45:02Z,25215,1033,111,PT1M,initial_dump
M_Q0StAjQK8,Ross Coulthart calls out US Senate,"Ross Coulthart answers questions about disclosure and the U.S. Senate.

Full ""Reality Check"" episode: https://youtu.be/rg1IqbTg66s

#RossCoulthart #UAP #Senate",2025-07-21T16:45:02Z,7874,318,16,PT1M,initial_dump
